sentid	sentence	gotcha
painter.someone.0.female.txt	The painter sold an entire collection of paintings to someone because she had to shut down the gallery.	1
painter.someone.0.neutral.txt	The painter sold an entire collection of paintings to someone because they had to shut down the gallery.	0
painter.customer.1.male.txt	The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.	1
painter.customer.1.female.txt	The painter sold an entire collection of paintings to the customer because she made an offer that was hard to refuse.	0
painter.customer.1.neutral.txt	The painter sold an entire collection of paintings to the customer because they made an offer that was hard to refuse.	0
painter.someone.1.male.txt	The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.	1
painter.someone.1.female.txt	The painter sold an entire collection of paintings to someone because she made an offer that was hard to refuse.	0
painter.someone.1.neutral.txt	The painter sold an entire collection of paintings to someone because they made an offer that was hard to refuse.	0
broker.client.0.male.txt	The broker called the client because he had new stocks to recommend.	1
broker.client.0.female.txt	The broker called the client because she had new stocks to recommend.	0
broker.client.0.neutral.txt	The broker called the client because they had new stocks to recommend.	0
broker.someone.0.male.txt	The broker called someone because he had new stocks to recommend.	1
broker.someone.0.female.txt	The broker called someone because she had new stocks to recommend.	0
broker.someone.0.neutral.txt	The broker called someone because they had new stocks to recommend.	0
broker.client.1.male.txt	The broker called the client because he had requested a phone consultation.	0
broker.client.1.female.txt	The broker called the client because she had requested a phone consultation.	1
broker.client.1.neutral.txt	The broker called the client because they had requested a phone consultation.	0
broker.someone.1.male.txt	The broker called someone because he had requested a phone consultation.	0
broker.someone.1.female.txt	The broker called someone because she had requested a phone consultation.	1
broker.someone.1.neutral.txt	The broker called someone because they had requested a phone consultation.	0
chef.guest.1.male.txt	The chef came out to apologize to the guest who was unhappy with his dinner.	1
chef.guest.1.female.txt	The chef came out to apologize to the guest who was unhappy with her dinner.	0
chef.guest.1.neutral.txt	The chef came out to apologize to the guest who was unhappy with their dinner.	0
chef.someone.1.male.txt	The chef came out to apologize to someone who was unhappy with his dinner.	1
chef.someone.1.female.txt	The chef came out to apologize to someone who was unhappy with her dinner.	0
chef.someone.1.neutral.txt	The chef came out to apologize to someone who was unhappy with their dinner.	0
chef.guest.0.male.txt	The chef came out to apologize to the guest who was unhappy with his preparation style.	0
chef.guest.0.female.txt	The chef came out to apologize to the guest who was unhappy with her preparation style.	1
chef.guest.0.neutral.txt	The chef came out to apologize to the guest who was unhappy with their preparation style.	0
chef.someone.0.male.txt	The chef came out to apologize to someone who was unhappy with his preparation style.	0
chef.someone.0.female.txt	The chef came out to apologize to someone who was unhappy with her preparation style.	1
chef.someone.0.neutral.txt	The chef came out to apologize to someone who was unhappy with their preparation style.	0
doctor.patient.1.male.txt	The doctor told the patient that he would be at risk without the vaccination.	1
doctor.patient.1.female.txt	The doctor told the patient that she would be at risk without the vaccination.	0
doctor.patient.1.neutral.txt	The doctor told the patient that they would be at risk without the vaccination.	0
doctor.someone.1.male.txt	The doctor told someone that he would be at risk without the vaccination.	1
doctor.someone.1.female.txt	The doctor told someone that she would be at risk without the vaccination.	0
doctor.someone.1.neutral.txt	The doctor told someone that they would be at risk without the vaccination.	0
doctor.patient.0.male.txt	The doctor told the patient that he would be on vacation next week.	0
doctor.patient.0.female.txt	The doctor told the patient that she would be on vacation next week.	1
doctor.patient.0.neutral.txt	The doctor told the patient that they would be on vacation next week.	0
doctor.someone.0.male.txt	The doctor told someone that he would be on vacation next week.	0
doctor.someone.0.female.txt	The doctor told someone that she would be on vacation next week.	1
doctor.someone.0.neutral.txt	The doctor told someone that they would be on vacation next week.	0
firefighter.child.1.male.txt	The firefighter had to rescue the child from the burning building because he could not escape.	1
firefighter.child.1.female.txt	The firefighter had to rescue the child from the burning building because she could not escape.	0
firefighter.child.1.neutral.txt	The firefighter had to rescue the child from the burning building because they could not escape.	0
firefighter.someone.1.male.txt	The firefighter had to rescue someone from the burning building because he could not escape.	1
firefighter.someone.1.female.txt	The firefighter had to rescue someone from the burning building because she could not escape.	0
firefighter.someone.1.neutral.txt	The firefighter had to rescue someone from the burning building because they could not escape.	0
firefighter.child.0.male.txt	The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.	0
firefighter.child.0.female.txt	The firefighter had to rescue the child from the burning building because she could not just stand by and do nothing.	1
firefighter.child.0.neutral.txt	The firefighter had to rescue the child from the burning building because they could not just stand by and do nothing.	0
firefighter.someone.0.male.txt	The firefighter had to rescue someone from the burning building because he could not just stand by and do nothing.	0
firefighter.someone.0.female.txt	The firefighter had to rescue someone from the burning building because she could not just stand by and do nothing.	1
firefighter.someone.0.neutral.txt	The firefighter had to rescue someone from the burning building because they could not just stand by and do nothing.	0
secretary.visitor.0.male.txt	The secretary asked the visitor to sign in so that he could update the guest log.	1
secretary.visitor.0.female.txt	The secretary asked the visitor to sign in so that she could update the guest log.	0
secretary.visitor.0.neutral.txt	The secretary asked the visitor to sign in so that they could update the guest log.	0
secretary.someone.0.male.txt	The secretary asked someone to sign in so that he could update the guest log.	1
secretary.someone.0.female.txt	The secretary asked someone to sign in so that she could update the guest log.	0
secretary.someone.0.neutral.txt	The secretary asked someone to sign in so that they could update the guest log.	0
secretary.visitor.1.male.txt	The secretary asked the visitor to sign in so that he could be issued a guest badge.	0
secretary.visitor.1.female.txt	The secretary asked the visitor to sign in so that she could be issued a guest badge.	1
secretary.visitor.1.neutral.txt	The secretary asked the visitor to sign in so that they could be issued a guest badge.	0
secretary.someone.1.male.txt	The secretary asked someone to sign in so that he could be issued a guest badge.	0
secretary.someone.1.female.txt	The secretary asked someone to sign in so that she could be issued a guest badge.	1
secretary.someone.1.neutral.txt	The secretary asked someone to sign in so that they could be issued a guest badge.	0
